Dates,DayOfWeek,PdDistrict,Address,X,Y
01.01.2015,Thursday,MISSION,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945
01.01.2015,Thursday,NORTHERN,FILLMORE ST . FULTON ST,-122.4315786,37.77770022
01.01.2015,Thursday,MISSION,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945
01.01.2015,Thursday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4142178,37.78325933
01.01.2015,Thursday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
01.01.2015,Thursday,PARK,HILLWAY AV . PARNASSUS AV,-122.4566706,37.76381268
01.01.2015,Thursday,SOUTHERN,1400 Block of MARKET ST,-122.4189071,37.7752838
01.01.2015,Thursday,NORTHERN,2200 Block of FRANKLIN ST,-122.424898,37.79508443
01.01.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
01.01.2015,Thursday,SOUTHERN,DIVISION ST . KING ST,-122.4020758,37.76988426
01.01.2015,Thursday,SOUTHERN,DIVISION ST . KING ST,-122.4020758,37.76988426
01.01.2015,Thursday,TARAVAL,1700 Block of LAWTON ST,-122.4815602,37.75769936
01.01.2015,Thursday,BAYVIEW,1100 Block of OAKDALE AV,-122.3821102,37.72997569
01.01.2015,Thursday,BAYVIEW,1100 Block of OAKDALE AV,-122.3821102,37.72997569
01.01.2015,Thursday,TARAVAL,19TH AV . HOLLOWAY AV,-122.4752222,37.72105715
01.01.2015,Thursday,TARAVAL,19TH AV . HOLLOWAY AV,-122.4752222,37.72105715
01.01.2015,Thursday,MISSION,25TH ST . FOLSOM ST,-122.4139267,37.75090351
01.01.2015,Thursday,BAYVIEW,1600 Block of YOSEMITE AV,-122.3924112,37.72733717
01.01.2015,Thursday,MISSION,700 Block of CASTRO ST,-122.4346518,37.75647449
01.01.2015,Thursday,MISSION,500 Block of NOE ST,-122.4328236,37.7606182
01.01.2015,Thursday,CENTRAL,800 Block of SUTTER ST,-122.4143681,37.78843683
01.01.2015,Thursday,CENTRAL,100 Block of CALIFORNIA ST,-122.3982172,37.79348665
01.01.2015,Thursday,BAYVIEW,500 Block of BARNEVELD AV,-122.4042969,37.74044594
01.01.2015,Thursday,SOUTHERN,500 Block of HOWARD ST,-122.3970324,37.78782467
01.01.2015,Thursday,CENTRAL,900 Block of MASON ST,-122.4108456,37.79231587
01.01.2015,Thursday,CENTRAL,400 Block of GEARY ST,-122.4107216,37.78709665
01.01.2015,Thursday,SOUTHERN,0 Block of 2ND ST,-122.4006271,37.78859007
01.01.2015,Thursday,CENTRAL,1200 Block of BUSH ST,-122.4178626,37.78906226
01.01.2015,Thursday,SOUTHERN,FOLSOM ST . COLUMBIASQUARE ST,-122.4064399,37.77785671
01.01.2015,Thursday,CENTRAL,1200 Block of BUSH ST,-122.4178626,37.78906226
01.01.2015,Thursday,TARAVAL,1200 Block of CAPITOL AV,-122.4592806,37.72410112
01.01.2015,Thursday,SOUTHERN,700 Block of HARRISON ST,-122.3978145,37.78213725
01.01.2015,Thursday,CENTRAL,700 Block of MASON ST,-122.4105463,37.79016201
01.01.2015,Thursday,CENTRAL,POST ST . POWELL ST,-122.4084039,37.78829339
01.01.2015,Thursday,CENTRAL,POST ST . POWELL ST,-122.4084039,37.78829339
01.01.2015,Thursday,CENTRAL,HYDE ST . FILBERT ST,-122.4192356,37.80013254
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,SOUTHERN,700 Block of MARKET ST,-122.4039191,37.7871161
01.01.2015,Thursday,NORTHERN,2000 Block of WASHINGTON ST,-122.4270074,37.79258166
01.01.2015,Thursday,MISSION,16TH ST . BRYANT ST,-122.4104888,37.76560586
01.01.2015,Thursday,CENTRAL,GRANT AV . PINE ST,-122.4057448,37.79149808
01.01.2015,Thursday,TARAVAL,1900 Block of 42ND AV,-122.5008522,37.75034084
01.01.2015,Thursday,NORTHERN,FILLMORE ST . GROVE ST,-122.4313845,37.77675846
01.01.2015,Thursday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
01.01.2015,Thursday,TENDERLOIN,GEARY ST . POWELL ST,-122.408231,37.78735949
01.01.2015,Thursday,TARAVAL,1900 Block of 42ND AV,-122.5008522,37.75034084
01.01.2015,Thursday,TARAVAL,1900 Block of 42ND AV,-122.5008522,37.75034084
01.01.2015,Thursday,MISSION,0 Block of DOLORES ST,-122.4265894,37.76841217
01.01.2015,Thursday,SOUTHERN,500 Block of HOWARD ST,-122.3970324,37.78782467
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,TARAVAL,100 Block of SUMMIT ST,-122.4539944,37.7164759
01.01.2015,Thursday,MISSION,1300 Block of POTRERO AV,-122.4060681,37.75056849
01.01.2015,Thursday,MISSION,1300 Block of POTRERO AV,-122.4060681,37.75056849
01.01.2015,Thursday,MISSION,1300 Block of POTRERO AV,-122.4060681,37.75056849
01.01.2015,Thursday,MISSION,1300 Block of POTRERO AV,-122.4060681,37.75056849
01.01.2015,Thursday,NORTHERN,MARINA BL . BAKER ST,-122.4472874,37.80515826
01.01.2015,Thursday,TARAVAL,100 Block of SUMMIT ST,-122.4539944,37.7164759
01.01.2015,Thursday,SOUTHERN,FOLSOM ST . 7TH ST,-122.4078441,37.77674622
01.01.2015,Thursday,TENDERLOIN,OFARRELL ST . JONES ST,-122.4129705,37.78578838
01.01.2015,Thursday,NORTHERN,1200 Block of POLK ST,-122.420327,37.78845216
01.01.2015,Thursday,MISSION,3000 Block of 24TH ST,-122.413262,37.75261006
01.01.2015,Thursday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
01.01.2015,Thursday,NORTHERN,1200 Block of POLK ST,-122.420327,37.78845216
01.01.2015,Thursday,CENTRAL,BAY ST . POWELL ST,-122.4119531,37.80582429
01.01.2015,Thursday,CENTRAL,BAY ST . POWELL ST,-122.4119531,37.80582429
01.01.2015,Thursday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
01.01.2015,Thursday,CENTRAL,300 Block of BAY ST,-122.4127822,37.80566547
01.01.2015,Thursday,SOUTHERN,5TH ST . MARKET ST,-122.4080683,37.78399168
01.01.2015,Thursday,SOUTHERN,5TH ST . MARKET ST,-122.4080683,37.78399168
01.01.2015,Thursday,TARAVAL,600 Block of KIRKHAM ST,-122.4676627,37.76018581
01.01.2015,Thursday,BAYVIEW,1700 Block of LASALLE AV,-122.3914348,37.73812709
01.01.2015,Thursday,BAYVIEW,1700 Block of LASALLE AV,-122.3914348,37.73812709
01.01.2015,Thursday,BAYVIEW,1700 Block of LASALLE AV,-122.3914348,37.73812709
01.01.2015,Thursday,RICHMOND,800 Block of LA PLAYA ST,-122.5100336,37.77230656
01.01.2015,Thursday,CENTRAL,800 Block of MONTGOMERY ST,-122.4035442,37.79699342
01.01.2015,Thursday,NORTHERN,0 Block of MARINA BL,-122.4329574,37.80516257
01.01.2015,Thursday,CENTRAL,100 Block of BROADWAY ST,-122.4004628,37.79859886
01.01.2015,Thursday,CENTRAL,100 Block of BROADWAY ST,-122.4004628,37.79859886
01.01.2015,Thursday,SOUTHERN,DRUMM ST . MARKET ST,-122.3963054,37.7932572
01.01.2015,Thursday,SOUTHERN,300 Block of 11TH ST,-122.4132875,37.7711962
01.01.2015,Thursday,PARK,DIVISADERO ST . FELL ST,-122.4376128,37.77406041
01.01.2015,Thursday,SOUTHERN,300 Block of 11TH ST,-122.4132875,37.7711962
01.01.2015,Thursday,INGLESIDE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
01.01.2015,Thursday,INGLESIDE,1800 Block of SUNNYDALE AV,-122.4171448,37.71215029
01.01.2015,Thursday,INGLESIDE,ACTON ST . MISSION ST,-122.4526641,37.70880544
01.01.2015,Thursday,SOUTHERN,11TH ST . FOLSOM ST,-122.4140273,37.77186362
01.01.2015,Thursday,TENDERLOIN,600 Block of OFARRELL ST,-122.4159776,37.78546705
01.01.2015,Thursday,MISSION,4100 Block of 18TH ST,-122.435563,37.76080106
01.01.2015,Thursday,SOUTHERN,0 Block of BONIFACIO ST,-122.4000916,37.78208691
01.01.2015,Thursday,SOUTHERN,500 Block of HARRISON ST,-122.3934692,37.78556949
01.01.2015,Thursday,TARAVAL,2000 Block of 21ST AV,-122.4783568,37.74946238
01.01.2015,Thursday,NORTHERN,FELL ST . GOUGH ST,-122.4227913,37.77595124
01.01.2015,Thursday,NORTHERN,TURK ST . GOUGH ST,-122.4239188,37.78153381
01.01.2015,Thursday,NORTHERN,TURK ST . GOUGH ST,-122.4239188,37.78153381
01.01.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
01.01.2015,Thursday,SOUTHERN,0 Block of 6TH ST,-122.4095043,37.78152627
01.01.2015,Thursday,NORTHERN,0 Block of MARINA BL,-122.4329574,37.80516257
01.01.2015,Thursday,NORTHERN,1200 Block of POLK ST,-122.420327,37.78845216
01.01.2015,Thursday,BAYVIEW,1200 Block of CONNECTICUT ST,-122.3964083,37.75044436
01.01.2015,Thursday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
01.01.2015,Thursday,BAYVIEW,0 Block of NICHOLS WY,-122.3872444,37.719513
01.01.2015,Thursday,CENTRAL,1800 Block of POWELL ST,-122.4111807,37.80163565
01.01.2015,Thursday,NORTHERN,1300 Block of POLK ST,-122.4205157,37.78938405
01.01.2015,Thursday,BAYVIEW,1400 Block of INDIANA ST,-122.3905531,37.75201864
01.01.2015,Thursday,MISSION,3400 Block of 19TH ST,-122.4196065,37.76015608
01.01.2015,Thursday,BAYVIEW,500 Block of BARNEVELD AV,-122.4042969,37.74044594
01.01.2015,Thursday,NORTHERN,0 Block of GROVE ST,-122.4174299,37.77853494
01.01.2015,Thursday,NORTHERN,ELLIS ST . STEINER ST,-122.4341655,37.78214903
01.01.2015,Thursday,CENTRAL,700 Block of BATTERY ST,-122.4010274,37.79811723
01.01.2015,Thursday,CENTRAL,TAYLOR ST . NORTHPOINT ST,-122.4154355,37.80634189
01.01.2015,Thursday,CENTRAL,TAYLOR ST . NORTHPOINT ST,-122.4154355,37.80634189
01.01.2015,Thursday,CENTRAL,TAYLOR ST . NORTHPOINT ST,-122.4154355,37.80634189
01.01.2015,Thursday,CENTRAL,TAYLOR ST . NORTHPOINT ST,-122.4154355,37.80634189
01.01.2015,Thursday,CENTRAL,TAYLOR ST . NORTHPOINT ST,-122.4154355,37.80634189
01.01.2015,Thursday,CENTRAL,300 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
01.01.2015,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
01.01.2015,Thursday,SOUTHERN,300 Block of 11TH ST,-122.4131894,37.77127369
01.01.2015,Thursday,CENTRAL,THE EMBARCADERONORTH ST . BAY ST,-122.4055651,37.80661715
01.01.2015,Thursday,NORTHERN,600 Block of VANNESS AV,-122.420338,37.78128812
01.01.2015,Thursday,INGLESIDE,300 Block of MONTEREY BL,-122.443175,37.73147003
01.01.2015,Thursday,INGLESIDE,100 Block of JUDSON AV,-122.4454385,37.72833633
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
01.01.2015,Thursday,CENTRAL,400 Block of DAVIS CT,-122.3983244,37.79669767
01.01.2015,Thursday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044
01.01.2015,Thursday,MISSION,400 Block of CAPP ST,-122.4181089,37.75948013
01.01.2015,Thursday,PARK,0 Block of LEVANT ST,-122.4421289,37.76425552
01.01.2015,Thursday,INGLESIDE,0 Block of BRENTWOOD AV,-122.4551721,37.73389594
01.01.2015,Thursday,TARAVAL,1400 Block of SLOAT BL,-122.488572,37.73400415
01.01.2015,Thursday,CENTRAL,THE EMBARCADERONORTH ST . BEACH ST,-122.4090552,37.80810996
01.01.2015,Thursday,INGLESIDE,900 Block of DUNCAN ST,-122.4421558,37.74518509
01.01.2015,Thursday,MISSION,1300 Block of HAMPSHIRE ST,-122.4071297,37.75048519
01.01.2015,Thursday,BAYVIEW,1900 Block of PALOU AV,-122.397505,37.73765094
01.01.2015,Thursday,RICHMOND,3000 Block of WASHINGTON ST,-122.443482,37.79037674
01.01.2015,Thursday,RICHMOND,100 Block of 26TH AV,-122.4863492,37.78660894
01.01.2015,Thursday,SOUTHERN,600 Block of 9TH ST,-122.4065525,37.76979058
01.01.2015,Thursday,NORTHERN,POLK ST . GREEN ST,-122.4221496,37.79782438
01.01.2015,Thursday,BAYVIEW,MIDDLEPOINT RD . WILLS ST,-122.3794179,37.736274
01.01.2015,Thursday,BAYVIEW,MIDDLEPOINT RD . WILLS ST,-122.3794179,37.736274
01.01.2015,Thursday,BAYVIEW,1000 Block of SILVER AV,-122.4143646,37.72942479
01.01.2015,Thursday,NORTHERN,1400 Block of LARKIN ST,-122.4190624,37.79126354
01.01.2015,Thursday,TARAVAL,100 Block of CHESTER AV,-122.4703887,37.71382674
01.01.2015,Thursday,NORTHERN,2400 Block of VANNESS AV,-122.4240604,37.79807234
01.01.2015,Thursday,NORTHERN,2400 Block of VANNESS AV,-122.4240604,37.79807234
01.01.2015,Thursday,SOUTHERN,1300 Block of MARKET ST,-122.4168189,37.7769362
01.01.2015,Thursday,MISSION,3000 Block of 24TH ST,-122.413262,37.75261006
01.01.2015,Thursday,BAYVIEW,1000 Block of SILVER AV,-122.4143646,37.72942479
01.01.2015,Thursday,BAYVIEW,1000 Block of SILVER AV,-122.4143646,37.72942479
01.01.2015,Thursday,RICHMOND,3000 Block of WASHINGTON ST,-122.443482,37.79037674
01.01.2015,Thursday,RICHMOND,3000 Block of WASHINGTON ST,-122.443482,37.79037674
01.01.2015,Thursday,RICHMOND,100 Block of 26TH AV,-122.4863492,37.78660894
01.01.2015,Thursday,RICHMOND,100 Block of 26TH AV,-122.4863492,37.78660894
01.01.2015,Thursday,SOUTHERN,600 Block of 9TH ST,-122.4065525,37.76979058
01.01.2015,Thursday,BAYVIEW,MIDDLEPOINT RD . WILLS ST,-122.3794179,37.736274
01.01.2015,Thursday,SOUTHERN,2ND ST . MISSION ST,-122.3998021,37.78800653
01.01.2015,Thursday,CENTRAL,600 Block of COLUMBUS AV,-122.4105346,37.80061562
01.01.2015,Thursday,TARAVAL,100 Block of CHESTER AV,-122.4703887,37.71382674
01.01.2015,Thursday,TARAVAL,100 Block of CHESTER AV,-122.4703887,37.71382674
01.01.2015,Thursday,NORTHERN,2400 Block of VANNESS AV,-122.4240604,37.79807234
01.01.2015,Thursday,TENDERLOIN,100 Block of TURK ST,-122.4116151,37.78316141
01.01.2015,Thursday,SOUTHERN,1300 Block of MARKET ST,-122.4168189,37.7769362
01.01.2015,Thursday,SOUTHERN,1300 Block of MARKET ST,-122.4168189,37.7769362
01.01.2015,Thursday,SOUTHERN,0 Block of 2ND ST,-122.40012,37.7881859
01.01.2015,Thursday,SOUTHERN,800 Block of HOWARD ST,-122.403891,37.78240141
01.01.2015,Thursday,CENTRAL,0 Block of PINE ST,-122.3979529,37.79243375
01.01.2015,Thursday,TENDERLOIN,300 Block of EDDY ST,-122.4129305,37.78383444
01.01.2015,Thursday,CENTRAL,700 Block of VALLEJO ST,-122.4097917,37.79850835
01.01.2015,Thursday,SOUTHERN,500 Block of HOWARD ST,-122.3969347,37.78774685
01.01.2015,Thursday,TENDERLOIN,GEARY ST . MASON ST,-122.4098766,37.78714881
01.01.2015,Thursday,INGLESIDE,0 Block of NANTUCKET AV,-122.441439,37.72818176
01.01.2015,Thursday,MISSION,3000 Block of 24TH ST,-122.413262,37.75261006
02.01.2015,Sunday,TARAVAL,1900 Block of 36TH AV,-122.4944236,37.75062227
02.01.2015,Sunday,TENDERLOIN,0 Block of TURK ST,-122.4098537,37.78338624
02.01.2015,Sunday,TENDERLOIN,0 Block of TURK ST,-122.4098537,37.78338624
02.01.2015,Sunday,NORTHERN,3300 Block of SCOTT ST,-122.441343,37.80065814
02.01.2015,Sunday,RICHMOND,2800 Block of TURK ST,-122.451998,37.77805012
02.01.2015,Sunday,INGLESIDE,200 Block of ROLPH ST,-122.4376185,37.713925
02.01.2015,Sunday,TENDERLOIN,TURK ST . JONES ST,-122.4124143,37.7830038
02.01.2015,Sunday,INGLESIDE,700 Block of MOULTRIE ST,-122.4161875,37.7354388
02.01.2015,Sunday,BAYVIEW,300 Block of THORNTON AV,-122.3960371,37.73125125
02.01.2015,Sunday,MISSION,17TH ST . CAPP ST,-122.4184863,37.76349544
02.01.2015,Sunday,BAYVIEW,20TH ST . 3RD ST,-122.3885594,37.76049292
02.01.2015,Sunday,CENTRAL,1000 Block of SUTTER ST,-122.4176729,37.78812427
02.01.2015,Sunday,INGLESIDE,CORTLAND AV . COLERIDGE ST,-122.4217446,37.74057967
02.01.2015,Sunday,SOUTHERN,5TH ST . MISSION ST,-122.406482,37.78273179
02.01.2015,Sunday,NORTHERN,POLK ST . BUSH ST,-122.4203074,37.78869895
02.01.2015,Sunday,NORTHERN,POLK ST . BUSH ST,-122.4203074,37.78869895
02.01.2015,Sunday,SOUTHERN,LAFAYETTE ST . MISSION ST,-122.4180874,37.77350621
02.01.2015,Sunday,TARAVAL,20TH AV . IRVING ST,-122.4781919,37.76351388
02.01.2015,Sunday,BAYVIEW,900 Block of JAMESTOWN AV,-122.3930388,37.7182677
02.01.2015,Sunday,CENTRAL,500 Block of BROADWAY ST,-122.4064606,37.79794667
02.01.2015,Sunday,CENTRAL,500 Block of BROADWAY ST,-122.4064606,37.79794667
02.01.2015,Sunday,SOUTHERN,200 Block of FOLSOM ST,-122.3923477,37.78906036
02.01.2015,Sunday,MISSION,1000 Block of NOE ST,-122.4319807,37.75182757
02.01.2015,Sunday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4140811,37.78327673
02.01.2015,Sunday,MISSION,1000 Block of NOE ST,-122.4319807,37.75182757
02.01.2015,Sunday,CENTRAL,100 Block of JEFFERSON ST,-122.4149883,37.80826133
02.01.2015,Sunday,RICHMOND,2100 Block of BALBOA ST,-122.481789,37.77636902
02.01.2015,Sunday,BAYVIEW,PENNSYLVANIA AV . MARIPOSA ST,-122.3937321,37.76402211
02.01.2015,Sunday,RICHMOND,ARGUELLO BL . GEARY BL,-122.4588606,37.78125509
02.01.2015,Sunday,RICHMOND,ARGUELLO BL . GEARY BL,-122.4588606,37.78125509
02.01.2015,Sunday,BAYVIEW,PENNSYLVANIA AV . MARIPOSA ST,-122.3937321,37.76402211
02.01.2015,Sunday,RICHMOND,300 Block of 30TH AV,-122.4903656,37.78268669
02.01.2015,Sunday,PARK,2300 Block of GEARY BL,-122.4420274,37.78311156
02.01.2015,Sunday,CENTRAL,LEAVENWORTH ST . GEARY ST,-122.41481,37.78651941
02.01.2015,Sunday,CENTRAL,WASHINGTON ST . HYDE ST,-122.4179404,37.79368191
02.01.2015,Sunday,BAYVIEW,0 Block of CHARTEROAK AV,-122.4046865,37.73658661
02.01.2015,Sunday,BAYVIEW,0 Block of CHARTEROAK AV,-122.4046865,37.73658661
02.01.2015,Sunday,INGLESIDE,1700 Block of CHURCH ST,-122.4267012,37.74329433
02.01.2015,Sunday,INGLESIDE,BAY SHORE BL . SUNNYDALE AV,-122.4051095,37.70885631
02.01.2015,Sunday,INGLESIDE,BAY SHORE BL . SUNNYDALE AV,-122.4051095,37.70885631
02.01.2015,Sunday,INGLESIDE,BAY SHORE BL . SUNNYDALE AV,-122.4051095,37.70885631
02.01.2015,Sunday,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073
02.01.2015,Sunday,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073
02.01.2015,Sunday,BAYVIEW,1000 Block of HOLLISTER AV,-122.3914688,37.71926858
02.01.2015,Sunday,BAYVIEW,1000 Block of HOLLISTER AV,-122.3914688,37.71926858
02.01.2015,Sunday,PARK,SHRADER ST . FELL ST,-122.4524374,37.77218688
02.01.2015,Sunday,NORTHERN,2100 Block of LOMBARD ST,-122.4369101,37.79985281
02.01.2015,Sunday,MISSION,16TH ST . MISSION ST,-122.4196718,37.76505012
02.01.2015,Sunday,CENTRAL,900 Block of BUSH ST,-122.412907,37.78957836
02.01.2015,Sunday,CENTRAL,900 Block of BUSH ST,-122.412907,37.78957836
02.01.2015,Sunday,CENTRAL,900 Block of BUSH ST,-122.412907,37.78957836
02.01.2015,Sunday,TARAVAL,2300 Block of 31ST AV,-122.4885421,37.74340322
02.01.2015,Sunday,MISSION,300 Block of LEXINGTON ST,-122.4204899,37.75772692
02.01.2015,Sunday,MISSION,300 Block of LEXINGTON ST,-122.4204899,37.75772692
02.01.2015,Sunday,RICHMOND,5300 Block of GEARY BL,-122.476719,37.78057979
02.01.2015,Sunday,INGLESIDE,NAPLES ST . PERSIA AV,-122.4312045,37.72085578
02.01.2015,Sunday,CENTRAL,1500 Block of MASON ST,-122.4120624,37.79764997
02.01.2015,Sunday,BAYVIEW,1000 Block of 23RD ST,-122.390459,37.75518672
02.01.2015,Sunday,INGLESIDE,NAPLES ST . PERSIA AV,-122.4312045,37.72085578
02.01.2015,Sunday,MISSION,4000 Block of 25TH ST,-122.4306351,37.74995062
02.01.2015,Sunday,MISSION,4000 Block of 25TH ST,-122.4306351,37.74995062
02.01.2015,Sunday,INGLESIDE,1200 Block of GENEVA AV,-122.4358316,37.71393631
02.01.2015,Sunday,NORTHERN,2400 Block of VANNESS AV,-122.4240604,37.79807234
02.01.2015,Sunday,NORTHERN,2400 Block of VANNESS AV,-122.4240604,37.79807234
02.01.2015,Sunday,SOUTHERN,700 Block of MARKET ST,-122.4039191,37.7871161
02.01.2015,Sunday,SOUTHERN,700 Block of MARKET ST,-122.4039191,37.7871161
02.01.2015,Sunday,CENTRAL,500 Block of GEARY ST,-122.4119559,37.78693919
02.01.2015,Sunday,MISSION,300 Block of DOLORES ST,-122.4261187,37.76351584
02.01.2015,Sunday,SOUTHERN,0 Block of DORE ST,-122.413046,37.77386178
02.01.2015,Sunday,BAYVIEW,PALOU AV . QUINT ST,-122.3965167,37.73715647
02.01.2015,Sunday,NORTHERN,1800 Block of LOMBARD ST,-122.4319306,37.80024629
02.01.2015,Sunday,BAYVIEW,1300 Block of REVERE AV,-122.3855455,37.72897973
02.01.2015,Sunday,BAYVIEW,1300 Block of QUESADA AV,-122.3849009,37.72969405
02.01.2015,Sunday,BAYVIEW,1300 Block of QUESADA AV,-122.3849009,37.72969405
02.01.2015,Sunday,INGLESIDE,1000 Block of GOETTINGEN ST,-122.4032496,37.71906997
02.01.2015,Sunday,MISSION,20TH ST . SOUTH VAN NESS AV,-122.4168729,37.75876402
02.01.2015,Sunday,MISSION,3400 Block of 16TH ST,-122.4304948,37.76434186
02.01.2015,Sunday,MISSION,3400 Block of 16TH ST,-122.4304948,37.76434186
02.01.2015,Sunday,MISSION,3400 Block of 16TH ST,-122.4304948,37.76434186
02.01.2015,Sunday,TARAVAL,1500 Block of LINCOLN WY,-122.4745866,37.76545831
02.01.2015,Sunday,SOUTHERN,200 Block of 2ND ST,-122.3969208,37.78579182
02.01.2015,Sunday,MISSION,24TH ST . LILAC ST,-122.4178782,37.75227316
02.01.2015,Sunday,SOUTHERN,FOLSOM ST . THE EMBARCADEROSOUTH ST,-122.3900942,37.79076386
02.01.2015,Sunday,CENTRAL,GREEN ST . HYDE ST,-122.418862,37.79826524
02.01.2015,Sunday,TENDERLOIN,ELLIS ST . TAYLOR ST,-122.4111419,37.78507362
02.01.2015,Sunday,CENTRAL,800 Block of GREENWICH ST,-122.4132492,37.80178789
02.01.2015,Sunday,PARK,200 Block of DIVISADERO ST,-122.437023,37.77174998
02.01.2015,Sunday,MISSION,3400 Block of 16TH ST,-122.4304948,37.76434186
02.01.2015,Sunday,RICHMOND,PINE ST . LYON ST,-122.4452089,37.78648054
02.01.2015,Sunday,TENDERLOIN,MCALLISTER ST . LEAVENWORTH ST,-122.4136794,37.78092583
02.01.2015,Sunday,TENDERLOIN,MCALLISTER ST . LEAVENWORTH ST,-122.4136794,37.78092583
02.01.2015,Sunday,TENDERLOIN,100 Block of MASON ST,-122.4093368,37.78483373
02.01.2015,Sunday,TARAVAL,TARAVAL ST . 32ND AV,-122.4896204,37.74243631
02.01.2015,Sunday,RICHMOND,6300 Block of GEARY BL,-122.4874293,37.78008941
02.01.2015,Sunday,TARAVAL,OCEAN AV . WOODACRE DR,-122.4732008,37.73166961
02.01.2015,Sunday,CENTRAL,700 Block of PACIFIC AV,-122.4080147,37.79669972
02.01.2015,Sunday,MISSION,14TH ST . FOLSOM ST,-122.4156163,37.76853601
02.01.2015,Sunday,SOUTHERN,MISSION ST . DUBOCE AV,-122.4200102,37.77010993
02.01.2015,Sunday,SOUTHERN,MISSION ST . DUBOCE AV,-122.4200102,37.77010993
02.01.2015,Sunday,MISSION,2900 Block of 16TH ST,-122.4192025,37.76502443
02.01.2015,Sunday,INGLESIDE,400 Block of ARLINGTON ST,-122.4293025,37.73521383
02.01.2015,Sunday,MISSION,2900 Block of 16TH ST,-122.4192025,37.76502443
02.01.2015,Sunday,MISSION,2900 Block of 16TH ST,-122.4192025,37.76502443
02.01.2015,Sunday,MISSION,23RD ST . HAMPSHIRE ST,-122.4074495,37.7545081
02.01.2015,Sunday,INGLESIDE,STANFORDHEIGHTS AV . LOSPALMOS DR,-122.4499917,37.73584134
02.01.2015,Sunday,NORTHERN,ELLIS ST . VANNESS AV,-122.4210119,37.78382269
02.01.2015,Sunday,CENTRAL,100 Block of JEFFERSON ST,-122.41501,37.80836982
